,track_name,_description
6818,5DbQpDRUs9U0BmyJiFPffu,overgrowth ten pound snail overgrowth lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6819,0QmPio8DY8JAL8SmCWEsUg,runaway beach house runaway lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6820,3YOcEkviBscpYcJFV4m8Yf,through me beach house through me lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6821,1kAaHziKxqqOxsQKvhvQvW,pink funeral beach house pink funeral lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6822,3Jrk9luBt9SfHk96RJ08bJ,once twice melody beach house once twice melody lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6823,4dj1qglNo2j45K8z2sDFEY,no choice tame impala no choice lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6824,4MRWWILE86wGnf1QSDZzqK,push on house of el push on lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6825,6BDVkDCHMlIbdMjGMHOtHb,can i believe you  solstice version fleet foxes can i believe you - solstice version midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6826,52ye3YnY6o4XITA62IzCwI,chewinggum vendredi sur mer chewing-gum midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6827,48kx4bEIk7V3BquwxsFee3,violin concerto in a minor ii adagio gian carlo menotti violin concerto in a minor: ii. adagio lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6828,0Hm61sSVBycsO5Se5mbKdu,bside khruangbin b-side lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6829,5RHN9R3BqScU4Jzu84U7pZ,chismiten mdou moctar chismiten midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6830,5hiZJE6Fg14Wao6EJ0KUC8,west hills the killers west hills midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6831,7h8tRiEeBvte0H7n0h8Xg4,hardline julien baker hardline midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6832,4b8CVawtKXsHizyqEZfs8C,disco geese disco lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6833,0oSHS50JBCzpgetwyPuf1d,go down together foxing go down together midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6834,6mX9vCy6Mie9QBlSpa7AGp,collapsed in sunbeams arlo parks collapsed in sunbeams midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6835,1agpUBbEJWHhyREZ33kXVW,new music another michael new music midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6836,4zAMAO0WaPAQAq4ZdrnBC1,half baked  live jimmy campbell half baked - live lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6837,0pJW1Xw3aY4Eh6k5iuBkfI,i know the end phoebe bridgers i know the end highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6838,5tOW8UTkA6JqXwlcVv0sCL,blue newdad blue lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6839,2pSsHnjAgEPjHmet7ChlHQ,coming back feat sza james blake coming back (feat. sza) midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6840,3ySqbiPCsnKAL6BCq4aOrD,ive got a girl flyte i've got a girl midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6841,19i39VkE2HdfiHLvGKS0xJ,dream cave cloud control dream cave midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6842,5I1uNW4VfFTY0zrwzF0igS,prester john animal collective prester john lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6843,1Mulvhgt6N8lm7N0btTYUn,"call it fate call it karma moon panda call it fate, call it karma midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   "
6844,1FqPEPY3hXqYDNIuvw2WqJ,deep green julien chang deep green midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6845,77fRc8iT858bzRdcR4k8T8,glory snail mail glory midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6846,44RsKGDmlPsKp7On9eTV1R,once twice melody beach house once twice melody lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6847,0JGE6BBKgraEfGdzhNcEfK,candy molly burch candy lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6848,66BjgQodHebiX5QGpBAjyQ,tell it like it is aaron neville tell it like it is midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6849,4gi9OfBviK3K4pJq5fAA0I,i was there the war on drugs i was there midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6850,26c1pgSO38s0mG57fXnqea,disappearing the war on drugs disappearing midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6851,78uf7QYfexQ1sggf2fsKzg,an ocean in between the waves the war on drugs an ocean in between the waves midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6852,7DkiYfmTCB1Rv2uvdPuxBQ,woman angel olsen woman midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6853,4Qzx5fRypU4q1wEaYwHpnr,harmonias dream the war on drugs harmonia's dream midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6854,1KcOU0q9AMXV9xi4tSzzCc,posthumous forgiveness tame impala posthumous forgiveness midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6855,34B5INdEjbTXvNkCC5GtYz,jason perfume genius jason midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6856,05HElY3EVth4SMuOJOGusl,on the floor perfume genius on the floor midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6857,1DfRCC2qpjjzc6l5DmTjkG,queen perfume genius queen midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6858,1Uxti0PEEdieT526B8dAxZ,somethinggreater parcels somethinggreater midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6859,2gXYLIrLrHVViRCnbh8kCQ,nowicaresomemore parcels nowicaresomemore midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6860,0EvZksFiDpboeG4UVaIvJa,theworstthing parcels theworstthing midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6861,0g4PeGxMoI44u5VGfhhNud,he doesnt know why fleet foxes he doesn't know why lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6862,54B9SGrQI1Yfu0vuoBZBGy,bullets kaytranada bullets midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6863,6IizHJqeD17dTIfLxzfI9T,what do it mean lord huron what do it mean midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6864,2I4EdLnGNy8FoWF20rhSb2,late bloomer mereba late bloomer midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6865,3vXnuFnC5RhPGwsFi0ORcI,santé stromae santé midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6866,2R4AlwtrrkMaRKojcTIzmL,for the first time mac demarco for the first time highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6867,1H5N26VqHR4JhuaRKY2I0u,heaven knows im miserable now  2011 remaster the smiths heaven knows i'm miserable now - 2011 remaster highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6868,0l7juCsOXlk7gF6jet8tB0,3ww feat lomepal  lomepal version alt-j 3ww (feat. lomepal) - lomepal version lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6869,1jyN2jROkI3dR6UbnkDPrp,ume alt-j u&me midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6870,2LcXJP95e4HKydTZ2mYfrx,tujh mein rab dikhta hai roop kumar rathod tujh mein rab dikhta hai highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6871,1CPoZksD5MBtt1bUr1de35,painty paint pots 800 cherries painty paint pots midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6872,0Ls4WLphg1obbq7wTPiy7k,my mistakes were made for you the last shadow puppets my mistakes were made for you midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6873,3evG0BIqEFMMP7lVJh1cSf,dont let me down  remastered 2009 the beatles don't let me down - remastered 2009 highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6874,5tThXZ3ujCRFkTVo7AueDG,drake still woozy drake midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6875,4yqs26DeIseczNFLIpwHVq,highway to the sun ray lamontagne highway to the sun midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6876,5fwabfmJtYmNbcNd2ISl3x,phoenix feat fleet foxes  anaïs mitchell big red machine phoenix (feat. fleet foxes & anaïs mitchell) lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6877,1Lfr9YBRpeSwCS14kBoTAg,moon in the morning adam melchor moon in the morning midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6878,4M6XHrTc4RtdgKN9gzEAM6,the king sarah kinsley the king midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6879,4FyE9CrreXEaBeljcDzhms,drops in the lake lord huron drops in the lake midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6880,2vWBUC9djv6BtiGlmKiQaH,ykwim yot club ykwim? highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6881,55DyBUkjebkcYhDGfEXitR,cariño the marías cariño highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6882,2YegRTu9IjiUg4VWfnXyM3,sympathy vampire weekend sympathy midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6883,3M2bD9SMYnJIPdrTKUnBd3,i know its over  2011 remaster the smiths i know it's over - 2011 remaster midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6884,4mWsghl493RZGUBEWfcqjc,mosquito song queens of the stone age mosquito song midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6885,1bloF1LHgUVvPJLxrzxgu7,automobile kaleo automobile midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6886,3Z6cltU0OfbUdSZtZlzKPL,dream girl crisaunt dream girl highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6887,3tEfPRnUgsQTYOtepBYxdZ,karma sarah kinsley karma midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6888,6KkyuDhrEhR5nJVKtv9mCf,high hopes kodaline high hopes highpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6889,5OJkXdRgQPGrbl6aGnGH1G,vaya con dios kali uchis vaya con dios midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6890,0Ui4S8sgBCXv4Ao1HhTTun,aguardiente y limón ᵕ‿‿ᵕ kali uchis //aguardiente y limón %ᵕ‿‿ᵕ% midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6891,1zEYit90Y2TauCsvo4lx4g,kouen lo-fi beats kouen lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6892,5Kr3TRWDBlK0PuyGhv5kVs,smoking at midnight tomppabeats smoking at midnight midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6894,45w86uzBafgXs1xP9DKXi8,confide in me tame impala confide in me lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6895,59JOMc9A6w8CkIHgs4kfNl,chagus sideturn peach pit chagu's sideturn midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6896,2SPxgEush9C8GS5RqgXdqi,without you perfume genius without you lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6897,0yKGCvh3lFHp20gwVzTS2S,just like love perfume genius just like love lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6898,4ONbE2UQU0hiizcxR4fToc,hood perfume genius hood lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6899,5NKsgVMYZA5Pl27VTlyZMH,reynardine fairport convention reynardine lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6900,0uQrFumpl9espZT1ZM3ziL,dont just vote cass mccombs don't (just) vote lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6901,6KoY9LSh2CikzGMCH3jrVY,wolf in the breast cocteau twins wolf in the breast lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6902,3pYB28IRzhtR5cHXLINchp,can i believe you fleet foxes can i believe you midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6903,4HzVtretNOVOtPvZ73GIIC,sea of wine teleman sea of wine lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6904,49Ggs4jW9KyOL4nKUJRTiU,nancy from now on father john misty nancy from now on lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6905,2vZWK4M40kHmtREKT9qxk0,parliament blue luxury elite parliament blue lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6906,1kQjyyI3xZixtByFizxlXE,ndokulandela bongeziwe mabandla ndokulandela midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6907,7lLAOmWJXM9csJkg3yKrph,nothings over young the giant nothing's over midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6909,4zpU5ul8vFScLD2o2U695R,aint gonna call yellow house ain't gonna call midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6911,7Kt2dIB6IvPUs2qSdPRw8X,أنساك layla rina أنساك lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6912,47FmTHqPWGWEfbgDpLjvCt,dern kala khruangbin dern kala midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6913,5eGKna0aflc9wmMoDcIja4,high flying bird jefferson airplane high flying bird midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6914,1EvsBXlRgZaVzZ3unJ6yT6,over everything courtney barnett over everything lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6915,3ZwQCZ2LuYwuQ6R1p1CJ3w,juro que rosalía juro que midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6917,2k6hpKTyubRVOmQR11ViY3,demon days gorillaz demon days midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6918,3eJUFA6IF9YqXstE1hd3GQ,church coldplay church lowpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6919,56OhItQ6ACZrsi8FhR7nHd,the fear the shins the fear midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6920,09qRkutJtXFjpTDQOftkMg,feathery  bonus track milky chance feathery - bonus track midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6921,62ocXa3rr5qUWI3GAhWnaH,milk sweet trip milk midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6922,7JFMf61pdg8H8NEMgxdHYx,one tree hill  remastered 2007 u2 one tree hill - remastered 2007 midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6923,3QaULt6mFjXbmU1O8chake,holding out for you pond holding out for you midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6924,2O99aywAVBhaPrsiJ6zbSS,cause im a man tame impala 'cause i'm a man midpopularity lowacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo lowvalence lowalbum_popularity lowartist_popularity realrealold   
6925,1Yry2FqvWLOXiHezX7CDLc,little dark age witcheri little dark age midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime  key9 
6926,17kMcA3vPaBf32Yn4XjnEY,yo soy de matamoros grupo bagdad yo soy de matamoros lowpopularity highacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity lowartist_popularity twothousands  key11 
6927,38N9nHdqecPaJSgKXj1JPg,matamoros billy walker matamoros lowpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness midloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity sixties  key2 
6928,0xezAAzqubGlIYLwvABRgl,matamoros grupo mojado matamoros lowpopularity midacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity twothousands musica mexicana tropical grupera gruperas inmortales key9 
6929,3SFsX17KudJI9vJ27Nk3va,el cadete laberinto el cadete lowpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity lowartist_popularity twothousands musica mexicana key8 
6930,5Zlb01Jcn0Ld49zazzZJSB,worth nothing twisted worth nothing highpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity presenttime  key2 
6931,3lhWBYZSGzzoQwkHRKCV2j,youre on my mind broe yosuf you're on my mind broe midpopularity lowacousticness middanceability highenergy lowinstrumentalness midliveness highloudness minormode midspeechiness hightempo midvalence midalbum_popularity midartist_popularity presenttime  key5 
6932,6eauGbzOdIyNOxMIDrZHu1,war yosuf war midpopularity lowacousticness lowdanceability highenergy highinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence midalbum_popularity midartist_popularity presenttime  key9 
6933,0YN4KPlHORnf97RAxgbCQl,tren 200mg yosuf tren 200mg midpopularity lowacousticness lowdanceability highenergy midinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity presenttime  key8 
6934,5wfvhsvY3u7T1a6vilnm7Q,dallas kid sistr dallas midpopularity midacousticness lowdanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence lowalbum_popularity lowartist_popularity presenttime  key2 
